X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
30_25   1.6971E-10   4.7463E-11   4.3659E-11   3.5846E-11   3.2628E-11   4.2234E-11   3.8360E-11   3.6895E-11
31_25   1.9656E-10   4.7546E-11   4.4965E-11   3.2522E-11   5.0528E-11   4.4233E-11   4.3086E-11   3.5508E-11
32_25   1.8593E-10   4.6764E-11   4.9069E-11   3.4810E-11   2.8206E-11   4.7431E-11   4.5010E-11   3.1959E-11
33_25   1.4936E-10   4.5761E-11   3.8314E-11   3.4465E-11   3.2767E-11   4.5227E-11   4.7726E-11   3.4433E-11
34_25   1.4350E-10   5.0513E-11   4.2789E-11   2.9590E-11   3.8418E-11   3.3210E-11   5.0173E-11   3.7106E-11
35_25   1.3079E-10   6.0730E-11   4.2425E-11   2.7820E-11   3.8608E-11   3.2831E-11   4.5943E-11   3.4566E-11
36_25   1.1720E-10   4.9036E-11   5.7095E-11   3.0477E-11   4.3544E-11   4.0417E-11   4.5062E-11   3.0581E-11
37_25   1.2531E-10   6.0003E-11   5.6568E-11   3.4240E-11   4.3049E-11   3.1517E-11   4.6203E-11   3.3340E-11
38_25   1.3945E-10   4.6797E-11   5.9646E-11   3.8920E-11   2.5003E-11   3.9381E-11   4.1973E-11   3.4333E-11
39_25   1.5524E-10   5.6782E-11   5.8040E-11   3.5150E-11   2.5532E-11   4.7028E-11   4.6056E-11   3.3743E-11
40_25   1.3393E-10   5.5000E-11   4.8053E-11   2.9686E-11   4.3736E-11   4.5076E-11   4.0335E-11   3.3588E-11
41_25   1.3186E-10   5.7428E-11   5.1127E-11   3.1107E-11   4.0443E-11   3.5309E-11   4.8953E-11   3.5509E-11
42_25   1.2713E-10   4.6921E-11   4.9862E-11   3.0767E-11   3.1500E-11   3.2502E-11   4.7898E-11   3.5453E-11
43_25   1.1608E-10   4.6153E-11   4.0846E-11   3.1377E-11   3.6097E-11   3.3720E-11   4.7766E-11   2.9746E-11
44_25   1.3847E-10   5.4586E-11   4.8913E-11   3.1725E-11   3.8200E-11   3.8073E-11   4.7626E-11   2.8747E-11
0_26   1.6941E-10   4.3895E-11   4.0019E-11   3.4310E-11   3.0198E-11   3.1517E-11   3.3417E-11   4.6840E-11
1_26   1.8925E-10   3.7795E-11   3.4807E-11   3.4091E-11   1.7696E-11   3.0816E-11   2.8431E-11   4.8074E-11
2_26   1.7854E-10   3.1263E-11   4.3622E-11   3.5173E-11   3.6412E-11   3.3884E-11   2.6058E-11   4.1192E-11
3_26   1.7902E-10   4.7903E-11   4.9312E-11   3.7566E-11   4.5222E-11   4.0603E-11   3.3925E-11   3.2299E-11
4_26   1.6708E-10   4.2700E-11   4.0219E-11   3.1309E-11   4.8873E-11   2.6855E-11   2.6707E-11   3.1996E-11
5_26   1.5417E-10   4.8851E-11   4.3369E-11   3.1483E-11   4.3637E-11   2.9606E-11   2.8114E-11   4.1476E-11
6_26   1.5031E-10   4.2921E-11   3.5304E-11   3.5015E-11   4.1568E-11   3.5023E-11   2.9917E-11   3.4760E-11
7_26   1.2896E-10   4.9399E-11   3.1140E-11   3.3773E-11   4.5929E-11   3.3791E-11   3.5542E-11   3.3213E-11
8_26   1.3197E-10   4.7073E-11   3.1984E-11   3.3154E-11   3.4194E-11   3.2609E-11   3.8962E-11   3.3841E-11
9_26   1.5126E-10   4.1478E-11   2.5748E-11   3.6102E-11   2.9663E-11   3.4779E-11   3.4697E-11   4.1829E-11
10_26   1.5511E-10   3.9145E-11   3.2905E-11   3.5365E-11   2.6642E-11   3.4687E-11   3.1900E-11   4.3893E-11
11_26   1.4337E-10   3.9527E-11   3.1462E-11   3.3608E-11   3.0958E-11   2.8279E-11   3.2884E-11   3.9044E-11
12_26   1.5643E-10   3.9968E-11   3.1492E-11   3.1193E-11   1.9866E-11   2.5477E-11   2.6517E-11   4.2706E-11
13_26   1.5591E-10   4.1986E-11   2.9586E-11   2.8150E-11   2.3141E-11   3.0992E-11   2.7777E-11   4.5778E-11
14_26   1.6822E-10   3.0990E-11   3.2766E-11   2.8097E-11   4.5416E-11   3.5935E-11   3.1979E-11   3.5470E-11
15_26   1.7749E-10   3.9640E-11   3.4836E-11   3.9235E-11   3.8746E-11   3.8656E-11   3.4661E-11   3.1742E-11
16_26   1.5778E-10   4.9487E-11   3.4125E-11   3.8793E-11   4.3283E-11   3.9155E-11   3.3255E-11   3.2190E-11
17_26   1.5682E-10   4.5772E-11   3.1083E-11   3.4188E-11   2.7188E-11   3.4893E-11   3.5259E-11   3.5772E-11
18_26   1.7060E-10   4.8163E-11   4.2462E-11   3.4683E-11   3.5231E-11   4.1321E-11   3.6457E-11   3.7946E-11
19_26   1.5101E-10   4.4307E-11   4.1222E-11   3.8406E-11   3.6731E-11   3.7948E-11   3.4659E-11   3.8358E-11
20_26   1.2491E-10   4.1091E-11   3.5179E-11   3.7061E-11   1.7898E-11   3.7743E-11   4.0654E-11   3.6862E-11
21_26   1.1146E-10   4.6437E-11   4.7091E-11   3.6416E-11   4.1883E-11   3.8622E-11   3.9802E-11   3.5525E-11
22_26   1.5806E-10   3.6101E-11   3.7594E-11   4.1485E-11   3.7709E-11   3.3283E-11   4.3127E-11   2.9865E-11
23_26   1.6715E-10   3.8625E-11   4.5919E-11   3.5979E-11   2.4225E-11   3.2504E-11   5.1305E-11   3.3378E-11
24_26   1.4197E-10   5.0440E-11   4.0899E-11   3.5890E-11   2.9997E-11   3.9442E-11   4.5583E-11   3.8360E-11
25_26   1.3356E-10   5.5931E-11   4.7742E-11   3.1912E-11   3.7213E-11   3.7825E-11   3.5017E-11   3.9840E-11
26_26   1.1226E-10   5.4290E-11   4.5231E-11   2.8468E-11   2.5421E-11   3.9997E-11   3.4512E-11   4.4935E-11
27_26   1.1799E-10   4.4280E-11   4.6132E-11   3.3084E-11   3.7951E-11   4.3744E-11   3.3150E-11   4.4715E-11
28_26   1.3036E-10   5.4056E-11   5.1669E-11   3.1040E-11   5.0527E-11   4.7171E-11   3.7504E-11   3.7989E-11
29_26   1.4133E-10   5.3762E-11   5.0152E-11   3.3284E-11   2.7852E-11   4.4003E-11   3.1496E-11   3.5112E-11
30_26   1.6646E-10   4.0243E-11   4.7068E-11   4.0120E-11   3.3718E-11   3.7312E-11   3.8188E-11   3.8362E-11
31_26   1.9618E-10   4.3564E-11   5.5451E-11   3.7999E-11   4.0696E-11   4.1106E-11   4.1085E-11   3.1523E-11
32_26   1.7858E-10   4.4896E-11   5.4976E-11   3.4083E-11   2.6788E-11   5.7323E-11   3.8785E-11   2.6413E-11
33_26   1.5602E-10   5.0442E-11   5.3613E-11   3.0213E-11   3.7892E-11   5.1719E-11   4.2517E-11   3.4573E-11
34_26   1.7309E-10   5.9496E-11   5.6044E-11   2.9875E-11   4.7613E-11   4.6318E-11   4.3394E-11   3.1775E-11
35_26   1.5845E-10   6.2508E-11   6.0062E-11   3.0728E-11   2.3289E-11   3.7681E-11   3.3103E-11   2.8949E-11
36_26   1.3639E-10   5.5730E-11   5.4662E-11   3.5013E-11   3.1493E-11   4.0799E-11   3.5125E-11   2.9518E-11
37_26   1.2927E-10   7.1004E-11   4.6457E-11   3.5164E-11   4.9286E-11   3.2002E-11   4.1438E-11   2.7268E-11
38_26   1.2937E-10   5.2570E-11   4.9226E-11   3.4615E-11   3.5571E-11   4.3289E-11   5.1186E-11   2.6144E-11
39_26   1.3018E-10   5.3448E-11   5.4551E-11   3.2025E-11   4.3586E-11   4.0911E-11   4.6353E-11   2.9303E-11
40_26   1.1128E-10   6.2190E-11   4.7703E-11   2.6937E-11   5.9388E-11   3.8301E-11   3.8880E-11   3.1072E-11
41_26   1.1696E-10   6.3710E-11   4.3015E-11   2.5881E-11   4.4942E-11   3.0758E-11   4.6087E-11   3.4522E-11
42_26   1.2137E-10   5.6274E-11   5.2845E-11   2.8021E-11   5.2272E-11   3.8285E-11   5.0388E-11   3.6445E-11
43_26   1.1692E-10   4.1473E-11   4.8774E-11   3.2138E-11   5.2144E-11   3.6104E-11   4.5948E-11   2.8569E-11
44_26   1.2461E-10   5.7975E-11   4.6732E-11   3.3273E-11   4.1631E-11   3.4816E-11   4.4182E-11   2.8343E-11
0_27   1.4422E-10   3.0483E-11   3.9704E-11   3.8790E-11   2.9324E-11   2.7129E-11   3.2813E-11   4.0339E-11
1_27   1.3776E-10   3.2927E-11   3.7024E-11   3.4598E-11   3.1464E-11   3.1228E-11   3.2103E-11   4.0371E-11
2_27   1.4702E-10   3.9477E-11   4.2478E-11   3.3972E-11   3.3058E-11   3.1882E-11   3.9504E-11   4.1330E-11
3_27   1.7744E-10   4.0535E-11   4.0180E-11   3.8246E-11   2.5780E-11   3.4043E-11   3.7476E-11   3.8354E-11
4_27   1.5101E-10   4.4406E-11   4.0103E-11   3.7126E-11   1.6769E-11   3.6314E-11   3.3936E-11   3.3782E-11
5_27   1.4452E-10   3.4752E-11   3.8916E-11   3.3072E-11   3.6492E-11   3.4958E-11   3.8660E-11   3.8799E-11
6_27   1.6135E-10   4.3432E-11   3.9145E-11   2.7867E-11   2.6742E-11   3.3460E-11   4.1984E-11   3.6359E-11
7_27   1.5420E-10   4.2824E-11   3.2148E-11   3.0055E-11   3.7196E-11   3.6403E-11   4.2044E-11   3.1772E-11
8_27   1.5524E-10   3.4428E-11   3.3244E-11   3.2112E-11   3.5030E-11   3.1984E-11   4.3870E-11   3.5216E-11
9_27   1.6315E-10   4.2200E-11   3.6619E-11   3.3633E-11   3.8046E-11   3.4010E-11   3.6305E-11   4.3139E-11
10_27   1.5471E-10   3.9079E-11   3.0127E-11   3.3890E-11   3.6823E-11   3.4832E-11   3.2959E-11   4.4826E-11
11_27   1.6172E-10   3.4842E-11   3.4000E-11   3.3529E-11   3.0031E-11   3.5304E-11   3.3564E-11   3.7859E-11
12_27   1.7945E-10   3.8089E-11   3.3589E-11   3.3319E-11   1.7987E-11   2.8406E-11   2.9161E-11   3.4398E-11
13_27   1.6143E-10   4.6656E-11   2.9713E-11   3.1503E-11   1.4498E-11   2.7426E-11   2.4381E-11   4.1511E-11
14_27   1.7215E-10   4.4147E-11   3.5893E-11   3.1480E-11   3.4067E-11   3.4053E-11   2.7681E-11   3.3900E-11
15_27   1.8641E-10   3.8847E-11   4.5601E-11   3.5500E-11   2.5431E-11   3.9412E-11   3.4316E-11   3.4365E-11
16_27   1.5008E-10   3.9463E-11   3.8391E-11   3.4831E-11   3.0341E-11   3.2871E-11   3.0832E-11   3.0900E-11
17_27   1.3982E-10   4.2135E-11   3.9959E-11   3.2771E-11   2.5893E-11   3.6470E-11   3.1034E-11   3.1624E-11
18_27   1.4401E-10   4.5598E-11   3.4149E-11   3.2470E-11   2.0676E-11   4.5252E-11   3.9048E-11   4.2605E-11
19_27   1.6176E-10   5.4756E-11   3.4730E-11   3.5220E-11   2.4354E-11   4.5114E-11   4.3791E-11   4.5641E-11
20_27   1.5694E-10   4.8491E-11   4.0612E-11   3.5291E-11   2.1949E-11   3.9808E-11   3.9888E-11   3.6397E-11
21_27   1.2808E-10   5.1577E-11   4.2603E-11   3.6279E-11   3.3195E-11   4.2835E-11   4.3624E-11   3.6375E-11
22_27   1.4655E-10   4.5462E-11   4.6032E-11   4.0647E-11   2.3991E-11   3.4255E-11   4.3424E-11   3.6613E-11
23_27   1.4660E-10   5.5430E-11   4.4870E-11   3.8872E-11   2.5158E-11   3.7110E-11   4.6340E-11   3.6075E-11
24_27   1.5116E-10   5.4554E-11   4.4198E-11   3.9790E-11   2.4178E-11   3.0577E-11   3.7229E-11   4.2208E-11
25_27   1.4284E-10   4.9489E-11   4.6807E-11   3.2571E-11   4.7497E-11   4.1330E-11   3.7297E-11   4.1402E-11
26_27   1.2541E-10   5.8186E-11   5.0087E-11   3.3593E-11   3.1646E-11   4.1029E-11   3.9122E-11   3.9437E-11
27_27   1.3955E-10   5.5927E-11   4.3231E-11   3.4084E-11   2.2571E-11   3.4103E-11   3.7306E-11   4.2737E-11
28_27   1.3811E-10   4.9881E-11   5.3176E-11   2.8828E-11   3.1782E-11   4.9940E-11   3.3928E-11   4.3853E-11
29_27   1.2454E-10   4.5748E-11   4.1495E-11   2.8699E-11   2.7120E-11   5.0673E-11   3.3143E-11   3.9346E-11
30_27   1.1982E-10   4.6400E-11   4.4633E-11   3.5678E-11   2.6897E-11   4.4981E-11   3.8104E-11   3.7486E-11
31_27   1.5297E-10   4.1004E-11   4.9824E-11   3.7817E-11   2.9085E-11   3.8721E-11   3.4401E-11   2.9555E-11
32_27   1.5237E-10   4.5194E-11   4.3807E-11   3.7460E-11   4.0336E-11   5.3418E-11   3.9459E-11   3.0078E-11
33_27   1.5394E-10   5.0118E-11   6.2957E-11   3.6511E-11   3.7999E-11   5.1194E-11   4.6384E-11   3.6319E-11
34_27   1.7568E-10   6.2002E-11   5.7315E-11   3.1975E-11   5.4236E-11   6.0446E-11   4.3622E-11   2.9065E-11
35_27   1.6083E-10   6.5748E-11   4.1764E-11   3.2601E-11   4.0447E-11   4.2815E-11   3.3108E-11   2.8363E-11
36_27   1.3023E-10   5.6297E-11   4.3099E-11   3.4452E-11   3.7835E-11   3.5304E-11   3.3586E-11   3.2291E-11
37_27   1.1395E-10   4.7528E-11   4.9220E-11   2.9687E-11   5.9789E-11   4.7679E-11   4.0949E-11   3.1147E-11
38_27   1.1862E-10   5.2244E-11   4.8979E-11   3.1745E-11   6.0717E-11   5.4133E-11   4.7072E-11   2.4235E-11
39_27   1.2167E-10   4.7973E-11   5.7060E-11   3.1226E-11   5.6622E-11   5.5102E-11   3.9067E-11   2.9398E-11
40_27   1.1585E-10   5.1523E-11   4.1964E-11   3.0211E-11   7.2156E-11   4.0653E-11   4.4317E-11   3.4014E-11
41_27   1.1259E-10   5.2735E-11   4.2089E-11   2.5809E-11   5.4109E-11   4.2955E-11   4.5949E-11   3.9411E-11
42_27   1.1237E-10   5.6449E-11   4.7402E-11   3.0149E-11   4.3009E-11   3.5514E-11   4.7596E-11   4.1047E-11
43_27   1.1412E-10   4.5412E-11   4.3088E-11   3.6495E-11   4.4636E-11   3.9185E-11   3.9762E-11   3.4163E-11
44_27   1.1335E-10   3.1844E-11   5.0153E-11   3.2956E-11   4.5125E-11   3.3353E-11   4.1280E-11   2.9339E-11
0_28   1.5128E-10   3.2715E-11   4.3258E-11   3.7680E-11   3.7923E-11   3.9243E-11   2.9754E-11   3.7487E-11
1_28   1.3997E-10   3.8894E-11   4.0881E-11   3.9104E-11   5.0852E-11   2.8723E-11   3.5136E-11   3.6668E-11
2_28   1.6201E-10   4.2165E-11   4.0301E-11   3.5974E-11   4.0193E-11   3.7279E-11   4.2482E-11   3.6364E-11
3_28   1.6259E-10   4.3536E-11   4.2569E-11   3.8718E-11   2.2114E-11   3.2413E-11   3.7685E-11   4.0834E-11
4_28   1.5114E-10   4.2158E-11   3.8937E-11   3.6627E-11   1.6796E-11   4.4423E-11   3.5189E-11   3.5414E-11
5_28   1.2933E-10   3.5476E-11   3.3928E-11   3.5821E-11   3.1588E-11   3.6985E-11   3.7012E-11   3.5127E-11
6_28   1.2984E-10   5.0130E-11   3.3993E-11   3.3614E-11   3.2925E-11   3.2879E-11   4.0170E-11   3.6879E-11
7_28   1.5454E-10   3.8669E-11   3.5291E-11   3.1015E-11   3.4334E-11   3.4602E-11   3.7884E-11   3.7069E-11
8_28   1.7432E-10   3.4731E-11   3.5008E-11   3.0311E-11   3.0638E-11   2.8764E-11   3.5346E-11   4.1592E-11
9_28   1.7062E-10   4.2260E-11   3.9399E-11   3.3846E-11   2.2508E-11   3.0146E-11   3.3823E-11   4.1160E-11
10_28   1.6345E-10   3.6396E-11   4.4133E-11   3.2812E-11   1.5236E-11   3.1876E-11   3.3932E-11   4.0813E-11
11_28   1.9125E-10   3.7898E-11   2.7104E-11   3.3032E-11   3.4038E-11   3.7049E-11   2.6341E-11   3.8879E-11
12_28   2.0171E-10   4.1425E-11   3.8874E-11   3.1346E-11   3.9376E-11   3.3805E-11   2.8899E-11   3.8885E-11
13_28   1.5900E-10   3.8938E-11   4.0114E-11   3.4164E-11   3.1803E-11   3.3758E-11   2.7568E-11   4.0486E-11
14_28   1.5331E-10   4.6329E-11   3.8905E-11   3.6951E-11   3.7125E-11   3.1849E-11   3.3394E-11   3.4591E-11
15_28   1.9533E-10   4.2522E-11   3.7784E-11   3.5351E-11   2.9021E-11   3.2619E-11   3.7406E-11   3.6390E-11
16_28   1.7258E-10   3.7880E-11   3.2964E-11   3.5928E-11   3.0705E-11   2.9313E-11   3.2666E-11   3.2226E-11
17_28   1.4039E-10   4.4557E-11   3.3861E-11   3.7179E-11   2.6293E-11   3.7829E-11   3.3632E-11   3.1798E-11
18_28   1.4477E-10   5.1583E-11   3.5158E-11   3.3745E-11   1.4216E-11   4.0586E-11   3.6426E-11   4.1056E-11
19_28   1.8290E-10   5.7748E-11   4.3388E-11   3.2903E-11   3.5180E-11   4.9784E-11   3.7767E-11   4.0983E-11
20_28   1.8465E-10   5.6467E-11   4.2391E-11   2.8349E-11   3.9699E-11   5.0839E-11   4.3476E-11   3.0808E-11
21_28   1.5339E-10   5.4387E-11   4.1010E-11   3.0314E-11   1.9816E-11   4.9863E-11   4.4464E-11   3.6582E-11
22_28   1.6152E-10   4.6907E-11   4.1818E-11   3.6783E-11   2.5519E-11   4.3297E-11   3.7086E-11   3.5020E-11
23_28   1.6424E-10   5.8518E-11   3.7777E-11   3.6833E-11   3.2309E-11   3.6773E-11   4.0538E-11   3.6687E-11
24_28   1.7034E-10   6.0350E-11   4.8385E-11   3.5348E-11   2.7862E-11   4.3588E-11   3.8772E-11   3.8592E-11
25_28   1.6197E-10   5.7209E-11   4.8676E-11   3.2856E-11   3.0547E-11   3.6674E-11   3.6520E-11   3.9358E-11
26_28   1.3985E-10   5.8314E-11   4.1103E-11   3.2973E-11   3.1279E-11   4.1686E-11   3.9902E-11   3.6876E-11
27_28   1.3896E-10   5.6333E-11   4.3725E-11   3.3014E-11   3.0254E-11   2.9539E-11   4.3472E-11   3.7994E-11
28_28   1.2977E-10   4.7146E-11   4.4998E-11   2.9763E-11   3.2486E-11   4.0918E-11   4.1908E-11   4.1718E-11
29_28   1.2190E-10   4.4678E-11   4.0425E-11   2.9785E-11   2.7014E-11   3.9814E-11   4.2862E-11   4.0329E-11
30_28   1.1558E-10   4.9773E-11   4.4035E-11   3.3712E-11   2.5350E-11   4.2108E-11   4.0470E-11   3.7615E-11
31_28   1.5256E-10   4.7294E-11   4.8766E-11   3.5140E-11   1.9198E-11   4.1910E-11   4.0064E-11   2.9951E-11
32_28   1.5808E-10   4.4378E-11   4.9824E-11   3.6949E-11   2.9574E-11   5.7356E-11   3.8790E-11   3.3697E-11
33_28   1.3980E-10   4.7521E-11   5.1079E-11   3.7082E-11   4.7103E-11   5.6047E-11   5.0692E-11   3.4780E-11
34_28   1.3133E-10   5.2730E-11   5.2207E-11   3.2944E-11   5.1935E-11   5.2563E-11   5.2481E-11   2.9219E-11
35_28   1.2747E-10   6.4002E-11   5.5268E-11   3.4752E-11   2.6852E-11   4.9461E-11   4.4403E-11   3.3099E-11
36_28   1.1607E-10   4.9264E-11   5.1514E-11   3.3328E-11   3.3647E-11   3.9344E-11   3.5635E-11   3.8842E-11
37_28   1.1800E-10   4.4665E-11   5.2147E-11   2.8491E-11   5.3665E-11   4.7951E-11   3.6720E-11   3.0490E-11
38_28   1.2692E-10   4.8570E-11   5.2328E-11   3.3453E-11   5.8326E-11   4.7059E-11   4.7736E-11   2.8187E-11
39_28   1.3058E-10   4.1648E-11   3.7109E-11   3.2629E-11   4.3924E-11   5.0589E-11   4.2128E-11   3.4966E-11
40_28   1.2734E-10   4.3031E-11   3.3016E-11   3.0425E-11   5.7747E-11   4.7855E-11   4.6621E-11   3.7638E-11
41_28   1.2201E-10   6.0320E-11   4.9821E-11   2.7413E-11   5.0911E-11   4.9232E-11   4.4635E-11   3.6012E-11
42_28   1.1355E-10   5.4206E-11   4.9801E-11   3.2801E-11   4.3288E-11   4.8383E-11   3.7906E-11   4.0340E-11
43_28   1.0950E-10   5.2192E-11   4.7239E-11   3.6178E-11   2.5270E-11   4.7412E-11   3.8487E-11   3.9729E-11
44_28   1.0429E-10   5.0914E-11   5.2216E-11   3.3832E-11   4.0743E-11   4.0761E-11   4.4769E-11   3.3481E-11
0_29   1.7366E-10   3.8681E-11   4.3003E-11   3.6315E-11   2.8748E-11   4.8989E-11   3.7674E-11   3.5742E-11
1_29   2.0096E-10   4.1971E-11   3.4948E-11   4.1415E-11   2.6401E-11   3.8858E-11   3.3002E-11   4.0156E-11
2_29   1.9871E-10   4.1652E-11   3.1444E-11   3.8858E-11   2.9505E-11   3.1336E-11   3.6346E-11   3.9303E-11
3_29   1.5144E-10   4.3818E-11   3.2452E-11   3.7060E-11   3.1803E-11   3.5584E-11   3.4484E-11   4.1073E-11
4_29   1.5790E-10   3.2700E-11   3.0863E-11   3.5908E-11   3.1024E-11   4.6046E-11   3.7088E-11   3.8902E-11
5_29   1.3775E-10   3.6108E-11   3.3328E-11   3.6041E-11   2.6081E-11   4.6232E-11   3.7486E-11   3.5706E-11
6_29   1.2018E-10   4.2245E-11   3.2964E-11   3.6554E-11   3.8757E-11   3.8500E-11   3.1308E-11   3.9136E-11
7_29   1.5412E-10   4.0301E-11   3.5841E-11   3.3080E-11   4.6775E-11   3.6227E-11   3.1330E-11   3.9674E-11
8_29   1.6814E-10   3.6922E-11   3.6613E-11   3.0301E-11   3.9751E-11   3.1795E-11   3.5097E-11   4.2010E-11
9_29   1.5272E-10   3.5010E-11   3.2947E-11   3.5450E-11   2.7490E-11   3.6252E-11   3.5713E-11   3.8949E-11
10_29   1.3545E-10   3.4574E-11   3.8178E-11   3.4867E-11   2.4007E-11   3.9615E-11   3.5522E-11   3.9589E-11
11_29   1.7780E-10   3.8414E-11   3.4006E-11   3.6187E-11   2.6048E-11   3.7934E-11   3.1785E-11   4.2760E-11
12_29   2.0117E-10   3.7662E-11   3.8085E-11   3.4015E-11   2.5273E-11   3.8658E-11   3.0598E-11   4.3912E-11
13_29   1.6827E-10   3.7735E-11   3.4193E-11   3.9691E-11   3.5604E-11   3.1430E-11   2.8362E-11   4.2548E-11
14_29   1.4863E-10   3.6683E-11   3.8983E-11   4.1292E-11   3.0451E-11   3.3387E-11   2.8646E-11   4.1742E-11
15_29   1.7676E-10   3.7964E-11   4.3229E-11   3.8559E-11   1.9029E-11   3.9962E-11   4.0079E-11   3.8165E-11
16_29   1.7190E-10   4.0976E-11   3.6397E-11   3.8207E-11   3.0750E-11   2.9582E-11   3.3453E-11   3.4194E-11
17_29   1.3590E-10   3.9737E-11   3.5202E-11   3.8818E-11   3.3186E-11   3.1178E-11   3.2212E-11   4.0448E-11
18_29   1.5089E-10   4.0245E-11   3.2483E-11   3.8243E-11   1.7194E-11   3.4977E-11   3.5313E-11   3.9417E-11
19_29   1.9372E-10   4.5092E-11   3.8082E-11   3.5887E-11   2.2037E-11   4.0417E-11   3.6313E-11   3.2919E-11
20_29   1.8778E-10   5.2222E-11   4.7088E-11   3.1349E-11   4.0209E-11   3.7852E-11   4.1473E-11   3.0476E-11
21_29   1.4550E-10   5.1831E-11   4.7720E-11   3.2926E-11   3.2182E-11   5.1588E-11   3.9293E-11   3.7746E-11
22_29   1.5396E-10   5.0497E-11   3.6560E-11   3.7284E-11   3.7831E-11   4.2878E-11   3.9455E-11   3.6595E-11
23_29   1.6224E-10   5.1975E-11   3.8436E-11   3.8612E-11   3.1188E-11   3.3776E-11   4.7464E-11   3.4178E-11
24_29   1.6969E-10   4.4636E-11   4.6394E-11   3.3334E-11   3.8125E-11   5.7864E-11   4.3521E-11   3.1127E-11
25_29   1.7616E-10   5.4723E-11   4.4913E-11   3.2361E-11   2.5694E-11   4.4077E-11   3.8497E-11   3.7249E-11
26_29   1.5249E-10   4.5180E-11   4.2893E-11   2.8638E-11   4.8196E-11   3.6936E-11   3.8902E-11   4.4633E-11
27_29   1.3625E-10   5.5402E-11   4.9457E-11   3.1669E-11   4.8282E-11   3.5295E-11   3.4827E-11   4.7229E-11
28_29   1.2739E-10   4.5409E-11   3.9509E-11   3.1653E-11   3.9938E-11   3.8192E-11   3.7462E-11   4.8264E-11
29_29   1.1777E-10   6.0267E-11   3.6460E-11   2.9501E-11   4.1746E-11   3.6515E-11   4.2979E-11   4.3608E-11
30_29   1.2318E-10   5.6377E-11   3.2346E-11   3.2115E-11   2.4962E-11   3.4515E-11   4.1786E-11   3.8687E-11
31_29   1.5607E-10   4.9504E-11   4.2332E-11   3.1031E-11   2.4937E-11   3.6721E-11   4.2066E-11   3.1117E-11
32_29   1.6652E-10   4.6605E-11   4.1670E-11   3.4206E-11   3.7672E-11   4.6167E-11   3.8199E-11   3.2402E-11
33_29   1.3992E-10   4.9925E-11   4.4563E-11   3.4987E-11   3.9164E-11   4.8596E-11   4.6227E-11   3.4804E-11
34_29   1.0518E-10   5.7034E-11   4.6479E-11   3.2443E-11   4.1564E-11   3.9848E-11   4.6304E-11   3.4402E-11
35_29   9.3630E-11   6.5857E-11   5.9098E-11   3.3374E-11   3.6258E-11   4.2404E-11   5.1647E-11   3.2510E-11
36_29   1.0415E-10   5.5871E-11   4.3441E-11   3.2695E-11   3.3782E-11   3.9600E-11   4.9071E-11   3.5994E-11
37_29   1.2501E-10   4.8611E-11   5.2265E-11   3.3822E-11   4.6153E-11   5.1967E-11   3.8761E-11   2.9213E-11
38_29   1.2522E-10   5.7100E-11   4.1764E-11   3.0723E-11   3.3552E-11   4.5214E-11   4.5741E-11   2.8186E-11
39_29   1.1904E-10   4.6541E-11   3.6411E-11   2.8327E-11   4.7382E-11   4.3841E-11   4.5548E-11   3.2266E-11
40_29   1.1974E-10   3.8166E-11   3.4425E-11   3.1979E-11   3.4842E-11   4.3252E-11   3.9335E-11   3.4226E-11
41_29   1.2303E-10   5.6263E-11   4.9244E-11   2.9999E-11   5.6797E-11   5.0830E-11   3.9627E-11   3.1491E-11
42_29   1.2777E-10   5.4825E-11   5.2829E-11   3.4155E-11   5.2094E-11   4.3238E-11   4.6367E-11   3.1126E-11
43_29   1.2032E-10   5.9857E-11   5.1180E-11   3.7600E-11   3.3086E-11   4.3198E-11   3.6567E-11   3.5022E-11
44_29   1.1563E-10   5.3785E-11   5.0687E-11   3.0642E-11   3.6275E-11   4.7752E-11   4.2808E-11   3.2184E-11
0_30   1.6810E-10   3.8613E-11   4.7581E-11   3.8143E-11   3.0157E-11   3.4045E-11   3.9817E-11   3.7097E-11
1_30   2.0914E-10   3.3480E-11   3.1875E-11   4.0962E-11   3.0626E-11   3.2141E-11   2.6609E-11   3.9737E-11
2_30   1.9940E-10   3.5210E-11   3.2978E-11   3.8887E-11   2.9127E-11   3.1732E-11   3.0610E-11   3.9394E-11
3_30   1.4675E-10   3.6392E-11   2.7448E-11   3.4967E-11   2.0155E-11   3.9512E-11   3.1507E-11   3.6892E-11
4_30   1.3342E-10   4.1089E-11   2.9671E-11   3.7871E-11   3.8574E-11   4.3051E-11   3.9265E-11   4.1336E-11
5_30   1.2164E-10   4.4443E-11   3.0353E-11   3.9576E-11   3.7177E-11   4.0628E-11   3.5606E-11   3.7293E-11
6_30   1.1486E-10   4.3731E-11   3.7666E-11   3.5428E-11   4.0001E-11   3.1565E-11   3.5639E-11   4.2026E-11
7_30   1.3392E-10   3.8393E-11   3.6119E-11   3.8112E-11   3.3101E-11   2.5839E-11   3.2961E-11   4.0395E-11
8_30   1.3980E-10   3.8140E-11   3.5598E-11   3.4824E-11   3.1462E-11   2.3257E-11   3.3672E-11   3.7972E-11
